id,data,cidade_id,local,bairro,via,numero,latitude,longitude,natureza_id,hora,periodo
2166,2015-04-16,1,"Menino Jesus 1, Rua Brasil",Menino Jesus 1,Rua Brasil,,-11.8806026,-55.497607500000015,7,23:30:00,18:00 - 23:59
2167,2015-04-16,1,"Jardim Florença, Magda Acacia Pisinarti",Jardim Florença,Magda Acacia Pisinarti,,,,3,23:30:00,18:00 - 23:59
2168,2015-04-25,1,"Setor Industrial, Rua João Pedro Moreira de Carvalho, 1264",Setor Industrial,Rua João Pedro Moreira de Carvalho,1264,-11.8707068,-55.497305900000015,3,23:30:00,18:00 - 23:59
2169,2015-04-25,1,"Setor Industrial, Rua João Pedro Moreira de Carvalho",Setor Industrial,Rua João Pedro Moreira de Carvalho,,-11.8579625,-55.49351619999999,6,23:30:00,18:00 - 23:59
2170,2015-04-05,1,"Jardim Jacarandás, Avenida dos Jacarandás, 2223",Jardim Jacarandás,Avenida dos Jacarandás,2223,-11.8683425,-55.50075850000002,6,23:40:00,18:00 - 23:59
2171,2015-04-04,1,"Jardim das Oliveiras, Rua das Piracantas",Jardim das Oliveiras,Rua das Piracantas,,,,3,23:40:00,18:00 - 23:59
2172,2015-04-10,1,"Jardim Jacarandás, Rua das Primaveras, 901",Jardim Jacarandás,Rua das Primaveras,901,-11.879208,-55.506523500000014,3,,
2173,2015-04-06,1,"Vila Juliana, Projetada A, 09",Vila Juliana,Projetada A,09,,,3,,
2174,2015-04-10,1,"Zona Rural, Estrada Rosália",Zona Rural,Estrada Rosália,,-11.878681,-55.29980920000003,3,,
2175,2015-04-11,1,"Centro, Rua das Azaléias",Centro,Rua das Azaléias,,-11.8465011,-55.50662820000002,3,,
2176,2015-04-10,1,"Centro, Avenida dos Tarumãs, 1205",Centro,Avenida dos Tarumãs,1205,-11.8637503,-55.50786500000004,3,,
2177,2015-04-12,1,"Centro, Rua Projetada 2",Centro,Rua Projetada 2,,-11.8315442,-55.483084899999994,3,,
2178,2015-04-12,1,"Zona Rural, Estrada Nanci",Zona Rural,Estrada Nanci,,-11.7272689,-55.606500100000005,3,,
2179,2015-04-13,1,Jardim das Oliveiras,Jardim das Oliveiras,Jardim das Oliveiras,,-11.8270549,-55.50671569999997,3,,
2180,2015-04-17,1,"Jardim Conquista, Rua Abélias, 13",Jardim Conquista,Rua Abélias,13,,,3,,
2181,2015-04-18,1,"Setor Industrial Norte, Valdir Dorner",Setor Industrial Norte,Valdir Dorner,,,,3,,
2182,2015-04-18,1,"Setor Industrial, Rua João Pedro Moreira de Carvalho, 784",Setor Industrial,Rua João Pedro Moreira de Carvalho,784,-11.8666072,-55.49627179999999,3,,
2183,2015-04-22,1,"Jardim California, Projetada N, 2011",Jardim California,Projetada N,2011,,,3,,
2184,2015-04-21,1,"Centro, Avenida das Sibipirunas, 3387",Centro,Avenida das Sibipirunas,3387,-11.8538912,-55.50137280000001,3,,
2185,2015-04-23,1,"Maria Vindilina 2, Rua Rio Preto, 1301",Maria Vindilina 2,Rua Rio Preto,1301,-11.8164341,-55.515853600000014,3,,
2186,2015-04-23,1,"Centro, Rua das Rosas",Centro,Rua das Rosas,,-11.8557413,-55.50466770000003,3,,
2187,2015-04-24,1,"Residencial Adriano Leitão, Avenida Projetada 01, 30",Residencial Adriano Leitão,Avenida Projetada 01,30,-11.8679349,-55.4920333,3,,
2188,2015-04-23,1,"Jardim das Oliveiras, Baracatingas, 345",Jardim das Oliveiras,Baracatingas,345,-11.8245203,-55.50552849999997,3,,
2189,2015-04-26,1,"Setor Industrial Sul, Avenida Cascavel, 247",Setor Industrial Sul,Avenida Cascavel,247,-11.8803251,-55.497870499999976,3,,
2190,2015-04-26,1,"Altos da Gloria, BR 163",Altos da Gloria,BR 163,,-11.97995897,-55.51821864,3,,
2191,2015-04-26,1,"Nossa Senhora Aparecida, Rua dos Curiós, 376A",Nossa Senhora Aparecida,Rua dos Curiós,376A,-11.8569992,-55.53176689999998,3,,
2192,2015-04-21,1,"Jardim Imperial, Rua dos Araçás, 714",Jardim Imperial,Rua dos Araçás,714,-11.8489317,-55.51685269999996,3,,
2193,2015-04-03,1,"Jardim das Palmeiras, Rua das Dracenas",Jardim das Palmeiras,Rua das Dracenas,,-11.842382,-55.508699999999976,6,,
2194,2015-04-07,1,"Setor Industrial, Rua Colonizador Ênio Pipino, 1701",Setor Industrial,Rua Colonizador Ênio Pipino,1701,-11.8547608,-55.49400450000002,3,,
2195,2015-04-07,1,"Jardim Botânico, Avenida das Itaúbas, 2142",Jardim Botânico,Avenida das Itaúbas,2142,-11.8508663,-55.50918160000003,3,,
2196,2015-04-07,1,"Centro, Avenida das Palmeiras, 1901",Centro,Avenida das Palmeiras,1901,-11.8456075,-55.51121509999996,3,,
2197,2015-04-02,1,"Jardim Paraíso 2, Rua Cactos, 416A",Jardim Paraíso 2,Rua Cactos,416A,-11.8720989,-55.52277049999998,3,,
2198,2015-03-28,1,"Maria Vindilina, Rua Teles Pires, 1075",Maria Vindilina,Rua Teles Pires,1075,-11.8169041,-55.51809939999998,6,00:00:00,00:00 - 05:59
2199,2015-03-28,1,"Jardim Florença, Rua Bolonha, 1549",Jardim Florença,Rua Bolonha,1549,-11.851375,-55.53487519999999,3,00:19:00,00:00 - 05:59
2200,2015-03-15,1,"Jardim Conquista, Braz Claros dos Anjos, 125",Jardim Conquista,Braz Claros dos Anjos,125,,,6,00:20:00,00:00 - 05:59
2201,2015-03-09,1,"Chácara de Lazer São Cristóvão, BR 163",Chácara de Lazer São Cristóvão,BR 163,,-11.8972593,-55.50891260000003,3,00:30:00,00:00 - 05:59
2202,2015-03-10,1,"Altos da Gloria, Rua Passo Fundo, 488",Altos da Gloria,Rua Passo Fundo,488,-22.556797,-55.68696590000002,3,00:30:00,00:00 - 05:59
2203,2015-03-31,1,"Vila Santana, Rua 14",Vila Santana,Rua 14,,-11.888352,-55.51529149999999,3,00:30:00,00:00 - 05:59
2204,2015-03-01,1,"Centro, Rua das Pitangueiras",Centro,Rua das Pitangueiras,,-11.8560556,-55.49998399999998,5,00:50:00,00:00 - 05:59
2205,2015-03-07,1,"Jardim Lisboa, Rua 3",Jardim Lisboa,Rua 3,,,,5,01:00:00,00:00 - 05:59
2206,2015-03-13,1,"Jardim Imperial, Rua das Peróbas, 1045",Jardim Imperial,Rua das Peróbas,1045,-11.8425464,-55.514281100000005,3,01:00:00,00:00 - 05:59
2207,2015-03-16,1,"Centro, Rua das Castanheiras, 880",Centro,Rua das Castanheiras,880,-11.8537659,-55.50518349999999,3,01:00:00,00:00 - 05:59
2208,2015-03-19,1,"Centro, Leucenas",Centro,Leucenas,,,,3,01:00:00,00:00 - 05:59
2209,2015-03-24,1,"Jardim Jacarandás, Avenida dos Jacarandás, 465",Jardim Jacarandás,Avenida dos Jacarandás,465,-11.8837246,-55.50475519999998,3,01:00:00,00:00 - 05:59
2210,2015-03-24,1,"Jardim Imperial, Avenida dos Ipês, 585",Jardim Imperial,Avenida dos Ipês,585,-11.8398732,-55.51490439999998,6,01:00:00,00:00 - 05:59
2211,2015-03-31,1,"Setor Industrial, Valentim Dalastra, 1114",Setor Industrial,Valentim Dalastra,1114,,,3,01:00:00,00:00 - 05:59
2212,2015-03-07,1,"Jardim Lisboa, Rua 3",Jardim Lisboa,Rua 3,,,,5,01:20:00,00:00 - 05:59
2213,2015-03-01,1,"Centro, Júlio Campos (Praça da Catedral)",Centro,Júlio Campos (Praça da Catedral),,,,6,01:40:00,00:00 - 05:59
2214,2015-03-07,1,"Centro, Avenida Júlio Campos",Centro,Avenida Governador Júlio Campos,,-11.85656,-55.501236000000006,6,01:40:00,00:00 - 05:59
2215,2015-03-18,1,"Jardim Boa Esperança, Elisa Bortolozzo, 1629",Jardim Boa Esperança,Elisa Bortolozzo,1629,-11.833803,-55.51676220000002,5,01:40:00,00:00 - 05:59
2216,2015-03-12,1,"Centro, Rua dos Cajueiros",Centro,Rua dos Cajueiros,,-11.8495725,-55.506720599999994,6,01:45:00,00:00 - 05:59
2217,2015-03-16,1,"Menino Jesus 2, Rua João Pedro Moreira de Carvalho",Menino Jesus 2,Rua João Pedro Moreira de Carvalho,,-11.8953656,-55.50388609999999,3,02:00:00,00:00 - 05:59
2218,2015-03-16,1,"Menino Jesus 2, Rua João Pedro Moreira de Carvalho",Menino Jesus 2,Rua João Pedro Moreira de Carvalho,,-11.8953656,-55.50388609999999,6,02:00:00,00:00 - 05:59
2219,2015-03-28,1,"Centro, Rua das Castanheiras",Centro,Rua das Castanheiras,,-11.8539836,-55.5049262,3,02:00:00,00:00 - 05:59
2220,2015-03-29,1,"Jardim Umuarama 1, Rua Colonizador Ênio Pipino",Jardim Umuarama 1,Rua Colonizador Ênio Pipino,,-11.8895972,-55.503029200000014,8,02:30:00,00:00 - 05:59
2221,2015-03-30,1,"Jardim das Violetas, Avenida das Itaúbas, 5890",Jardim das Violetas,Avenida das Itaúbas,5890,-11.8331762,-55.50442140000001,3,02:30:00,00:00 - 05:59
2222,2015-03-28,1,"Jardim Jacarandás, Avenida das Sibipirunas",Jardim Jacarandás,Avenida das Sibipirunas,,-11.8795933,-55.50790319999999,6,02:40:00,00:00 - 05:59
2223,2015-03-07,1,"Residencial Gente Feliz, Avenida da Integração",Residencial Gente Feliz,Avenida da Integração,,-11.8379336,-55.480634099999975,3,03:00:00,00:00 - 05:59
2224,2015-03-08,1,"Centro, Rua das Avencas, 2137",Centro,Rua das Avencas,2137,-11.8512158,-55.50645399999996,3,03:00:00,00:00 - 05:59
2225,2015-03-11,1,"Jardim das Violetas, Rua dos Indaiás, 373",Jardim das Violetas,Rua dos Indaiás,373,-11.8372197,-55.506491900000015,3,03:00:00,00:00 - 05:59
2226,2015-03-15,1,"Centro, Rua das Nogueiras",Centro,Rua das Nogueiras,,-11.8567746,-55.504224499999964,5,03:15:00,00:00 - 05:59
2227,2015-03-15,1,"Centro, Avenida Júlio Campos",Centro,Avenida Governador Júlio Campos,,-11.85656,-55.501236000000006,3,03:30:00,00:00 - 05:59
2228,2015-03-23,1,"Vila América, Rua 12",Vila América,Rua 12,,-11.8304708,-55.478335000000015,6,03:30:00,00:00 - 05:59
2229,2015-03-31,1,"Centro, Rua das Azaléias, 1720",Centro,Rua das Azaléias,1720,-11.8545171,-55.508692999999994,6,03:30:00,00:00 - 05:59
2230,2015-03-11,1,"Jardim das Palmeiras, Rua dos Monjoleiros",Jardim das Palmeiras,Rua dos Monjoleiros,,-11.8409343,-55.5083305,3,04:00:00,00:00 - 05:59
2231,2015-03-15,1,"Centro, Avenida das Figueiras",Centro,Avenida das Figueiras,,-11.8530007,-55.505508899999995,3,04:00:00,00:00 - 05:59
2232,2015-03-28,1,"Centro, Avenida das Embaúbas",Centro,Avenida das Embaúbas,,-11.8573162,-55.50872559999999,3,04:00:00,00:00 - 05:59
2233,2015-03-28,1,"Centro, Rua das Azaléias",Centro,Rua das Azaléias,,-11.8465011,-55.50662820000002,3,04:00:00,00:00 - 05:59
2234,2015-03-24,1,"Centro, Avenida das Acácias",Centro,Avenida das Acácias,,-11.8589684,-55.50691640000002,3,05:00:00,00:00 - 05:59
2235,2015-03-14,1,"Centro, Avenida das Itaúbas",Centro,Avenida das Itaúbas,,-11.8545723,-55.51015849999999,6,05:30:00,00:00 - 05:59
2236,2015-03-24,1,"Sebastião de Matos, Rua Marte",Sebastião de Matos,Rua Marte,,,,3,05:40:00,00:00 - 05:59
2237,2015-03-06,1,"Jardim Imperial, Rua dos Açaís, 531",Jardim Imperial,Rua dos Açaís,531,-11.8485011,-55.515056500000014,3,06:15:00,06:00 - 11:59
2238,2015-03-16,1,"Centro, Rua das Peróbas",Centro,Rua das Peróbas,,-11.8429428,-55.51256219999999,6,06:20:00,06:00 - 11:59
2239,2015-03-02,1,"Setor Industrial, Rua Colonizador Ênio Pipino",Setor Industrial,Rua Colonizador Ênio Pipino,,-11.8580573,-55.495394499999975,3,06:30:00,06:00 - 11:59
2240,2015-03-04,1,"Jardim Botânico, Rua das Primaveras, 2333",Jardim Botânico,Rua das Primaveras,2333,-11.8666264,-55.503307500000005,3,06:30:00,06:00 - 11:59
2241,2015-03-23,1,"Daury Riva, Rua Projetada T",Daury Riva,Rua Projetada T,,,,3,06:30:00,06:00 - 11:59
2242,2015-03-20,1,"Setor Industrial Sul, Rua das Samambaias",Setor Industrial Sul,Rua das Samambaias,,-11.8728822,-55.50081009999997,6,06:45:00,06:00 - 11:59
2243,2015-03-16,1,"Altos da Gloria, BR 163",Altos da Gloria,BR 163,,-11.98063066,-55.52165187,6,06:50:00,06:00 - 11:59
2244,2015-03-15,1,"Centro, Avenida das Figueiras, 1399",Centro,Avenida das Figueiras,1399,-11.8526444,-55.50702609999996,3,07:00:00,06:00 - 11:59
2245,2015-03-23,1,"Vila América, Estrada Sabrina",Vila América,Estrada Sabrina,,-11.9133693,-55.49841520000001,3,07:00:00,06:00 - 11:59
2246,2015-03-13,1,"Jardim Botânico, Rua dos Sapotís, 697",Jardim Botânico,Rua dos Sapotís,697,-11.8690398,-55.50756569999999,3,07:30:00,06:00 - 11:59
2247,2015-03-21,1,"Jardim Jacarandás, Pariris, 88",Jardim Jacarandás,Pariris,88,-11.8742628,-55.50296900000001,3,07:30:00,06:00 - 11:59
2248,2015-03-18,1,"Vitória Régia, Rua dos Mógnos",Vitória Régia,Rua dos Mógnos,,-11.839762,-55.525375,3,07:30:00,06:00 - 11:59
2249,2015-03-26,1,"Centro, Avenida Júlio Campos, 482",Centro,Avenida Governador Júlio Campos,482,-11.8551897,-55.50671060000002,3,07:58:00,06:00 - 11:59
2250,2015-03-01,1,"Setor Industrial Norte, Rua das Colombinas, 183",Setor Industrial Norte,Rua das Colombinas,183,-11.8508049,-55.49511849999999,3,08:00:00,06:00 - 11:59
2251,2015-03-11,1,"Residencial Adriano Leitão, Rua Projetada 4",Residencial Adriano Leitão,Rua Projetada 4,,-11.8679752,-55.49202389999999,3,08:00:00,06:00 - 11:59
2252,2015-03-11,1,"Jardim São Francisco, São Pedro",Jardim São Francisco,São Pedro,,,,3,08:00:00,06:00 - 11:59
2253,2015-03-13,1,"Centro, Avenida dos Ingás, 3001",Centro,Avenida dos Ingás,3001,-11.8728988,-55.5220655,3,08:00:00,06:00 - 11:59
2254,2015-03-10,1,"Jardim das Violetas, Avenida André Maggi",Jardim das Violetas,Avenida André Maggi,,-11.8323105,-55.51477269999998,3,08:15:00,06:00 - 11:59
2255,2015-03-01,1,"Centro, Avenida da Saudade",Centro,Avenida da Saudade,,-11.8521292,-55.51960610000003,3,08:20:00,06:00 - 11:59
2256,2015-03-18,1,"Jardim Jacarandás, Avenida dos Jacarandás",Jardim Jacarandás,Avenida dos Jacarandás,,-11.8806081,-55.50392039999997,6,08:20:00,06:00 - 11:59
2257,2015-03-18,1,"Jardim Jacarandás, Avenida dos Jacarandás, 154",Jardim Jacarandás,Avenida dos Jacarandás,154,-11.8864695,-55.50524889999997,6,08:20:00,06:00 - 11:59
2258,2015-03-26,1,"Vila Itália, Romana Q03 Lote 03",Vila Itália,Romana Q03 Lote 03,,,,3,08:30:00,06:00 - 11:59
2259,2015-03-01,1,"Jardim das Palmeiras, Avenida das Palmeiras, 1640",Jardim das Palmeiras,Avenida das Palmeiras,1640,-11.845983,-55.5087987,6,08:45:00,06:00 - 11:59
2260,2015-03-23,1,"São Cristóvão, Imigrantes",São Cristóvão,Imigrantes,,,,8,08:50:00,06:00 - 11:59
2261,2015-03-10,1,"Jardim Imperial, Avenida André Maggi",Jardim Imperial,Avenida André Maggi,,-11.8406742,-55.51959320000003,2,09:10:00,06:00 - 11:59
2262,2015-03-30,1,"Jardim das Oliveiras 2, Rua das Avencas",Jardim das Oliveiras 2,Rua das Avencas,,-11.8286785,-55.50108080000001,6,09:20:00,06:00 - 11:59
2263,2015-03-29,1,"Centro, Gardenia",Centro,Gardenia,,,,3,09:30:00,06:00 - 11:59
2264,2015-03-31,1,"Centro, Avenida Júlio Campos",Centro,Avenida Governador Júlio Campos,,-11.85656,-55.501236000000006,3,09:30:00,06:00 - 11:59
2265,2015-03-20,1,"Jardim das Primaveras, Avenida das Sibipirunas, 5334",Jardim das Primaveras,Avenida das Sibipirunas,5334,-11.8403121,-55.497722899999985,6,09:45:00,06:00 - 11:59
2266,2015-03-13,1,"Centro, Avenida das Embaúbas",Centro,Avenida das Embaúbas,,-11.8573162,-55.50872559999999,3,10:00:00,06:00 - 11:59
2267,2015-03-16,1,"Centro, Avenida Alexandre Ferronato",Centro,Avenida Alexandre Ferronato,,-11.85803606,-55.49556893,6,10:00:00,06:00 - 11:59
2268,2015-03-17,1,"Jardim São Paulo, Rua Carlos Eduardo",Jardim São Paulo,Rua Carlos Eduardo,,-11.8261266,-55.51955239999995,6,10:00:00,06:00 - 11:59
2269,2015-03-16,1,"Jardim Veneza, Maravilha",Jardim Veneza,Maravilha,,,,3,10:00:00,06:00 - 11:59
2270,2015-03-24,1,"Centro, Avenida das Embaúbas",Centro,Avenida das Embaúbas,,-11.8573162,-55.50872559999999,3,10:00:00,06:00 - 11:59
2271,2015-03-10,1,"Jardim das Violetas, Avenida dos Ingás, 4580",Jardim das Violetas,Avenida dos Ingás,4580,-11.8369469,-55.5130552,8,10:10:00,06:00 - 11:59
2272,2015-03-23,1,"Jardim das Azaléias, Avenida André Maggi, 7280",Jardim das Azaléias,Avenida André Maggi,7280,-11.8211554,-55.50831920000002,6,10:15:00,06:00 - 11:59
2273,2015-03-18,1,"Jardim das Primaveras, Rua das Gérberas, 309",Jardim das Primaveras,Rua das Gérberas,309,-11.8470745,-55.4961778,3,10:25:00,06:00 - 11:59
2274,2015-03-05,1,"Centro, Avenida dos Ingás",Centro,Avenida dos Ingás,,-11.8522592,-55.51427030000002,3,10:30:00,06:00 - 11:59
2275,2015-03-10,1,"Centro, Avenida Júlio Campos",Centro,Avenida Governador Júlio Campos,,-11.85656,-55.501236000000006,3,10:30:00,06:00 - 11:59
2276,2015-03-12,1,"Jardim Jacarandás, Avenida das Sibipirunas, 1680",Jardim Jacarandás,Avenida das Sibipirunas,1680,-11.8568498,-55.50213740000004,3,10:30:00,06:00 - 11:59
2277,2015-03-17,1,"Jardim Maringá 2, Rua das Tamareiras, 2056",Jardim Maringá 2,Rua das Tamareiras,2056,-11.8619407,-55.51878260000001,3,10:30:00,06:00 - 11:59
2278,2015-03-28,1,"Maria Vindilina, Rua Rio Preto",Maria Vindilina,Rua Rio Preto,,-11.8182595,-55.512245500000006,6,10:30:00,06:00 - 11:59
2279,2015-03-30,1,"Vila América, Rua Projetada 12",Vila América,Rua Projetada 12,,-11.8304708,-55.478335000000015,3,10:30:00,06:00 - 11:59
2280,2015-03-23,1,"Altos da Gloria, Hitalo Esgarbes",Altos da Gloria,Hitalo Esgarbes,,,,6,11:10:00,06:00 - 11:59
2281,2015-03-13,1,"Jardim das Violetas, Rua dos Cravos",Jardim das Violetas,Rua dos Cravos,,-11.8317803,-55.50957549999998,3,11:20:00,06:00 - 11:59
2282,2015-03-19,1,"Centro, Avenida Júlio Campos, 1273",Centro,Avenida Governador Júlio Campos,1273,-11.8550119,-55.50844119999999,3,11:30:00,06:00 - 11:59
2283,2015-03-24,1,Daury Riva,Daury Riva,Daury Riva,,,,2,11:30:00,06:00 - 11:59
2284,2015-03-04,1,"Jardim Santa Mônica, Alberto Barajque, 470",Jardim Santa Mônica,Alberto Barajque,470,,,3,12:00:00,12:00 - 17:59
2285,2015-03-09,1,"Maria Vindilina, Rua Rio Preto, 1260",Maria Vindilina,Rua Rio Preto,1260,-11.8164341,-55.515853600000014,3,12:00:00,12:00 - 17:59
2286,2015-03-09,1,"Jardim Jacarandás, Rua das Primaveras, 753",Jardim Jacarandás,Rua das Primaveras,753,-11.8805183,-55.5068579,3,12:00:00,12:00 - 17:59
2287,2015-03-21,1,"Centro, K-1",Centro,K-1,,-11.8606591,-55.50526497,3,12:00:00,12:00 - 17:59
2288,2015-03-13,1,"Jardim Botânico, Avenida dos Jacarandás, 1359",Jardim Botânico,Avenida dos Jacarandás,1359,-11.8758551,-55.502701900000034,3,12:30:00,12:00 - 17:59
2289,2015-03-02,1,"Jardim Imperial, Rua dos Angicos, 1108",Jardim Imperial,Rua dos Angicos,1108,-11.8460034,-55.51717050000002,3,12:40:00,12:00 - 17:59
2290,2015-03-25,1,"Jardim Imperial, Avenida dos Ingás, 3001",Jardim Imperial,Avenida dos Ingás,3001,-11.8728988,-55.5220655,3,12:40:00,12:00 - 17:59
2292,2015-03-26,1,"Centro, Rua das Avencas",Centro,Rua das Avencas,,-11.8475291,-55.50549030000002,6,13:15:00,12:00 - 17:59
2293,2015-03-22,1,"Residencial Norte, Avenida das Sibipirunas",Residencial Norte,Avenida das Sibipirunas,,-11.851163,-55.500558299999966,3,13:17:00,12:00 - 17:59
2295,2015-03-16,1,"Florais da Amazonia, Rua João Pedro Moreira de Carvalho, 6680",Florais da Amazonia,Rua João Pedro Moreira de Carvalho,6680,-11.8165532,-55.483272699999986,4,13:30:00,12:00 - 17:59
2296,2015-03-19,1,"Jardim Paulista, Rua da Aclimação, 761",Jardim Paulista,Rua da Aclimação,761,-11.8900057,-55.51421830000004,3,13:30:00,12:00 - 17:59
2297,2015-03-03,1,"Centro, Rua das Nogueiras, 1103",Centro,Rua das Nogueiras,1103,-11.8558305,-55.50805479999997,3,14:00:00,12:00 - 17:59
2299,2015-03-14,1,"Jardim Ibirapuera, Avenida Joaquim Socreppa, 314",Jardim Ibirapuera,Avenida Joaquim Socreppa,314,,,6,14:00:00,12:00 - 17:59
2300,2015-03-26,1,"Zona Rural, Gloria",Zona Rural,Gloria,,,,3,14:00:00,12:00 - 17:59
2301,2015-03-20,1,"Jardim das Primaveras, Rua das Primaveras, 5382",Jardim das Primaveras,Rua das Primaveras,5382,-11.8399637,-55.49622690000001,6,14:01:00,12:00 - 17:59
2302,2015-03-29,1,"Jardim das Palmeiras, Rua dos Marfins",Jardim das Palmeiras,Rua dos Marfins,,-11.8449579,-55.50864660000002,6,14:20:00,12:00 - 17:59
2303,2015-03-11,1,"Menino Jesus 2, Rua 2",Menino Jesus 2,Rua 2,,-11.9005767,-55.5132964,3,14:30:00,12:00 - 17:59
2304,2015-03-27,1,"Centro, Rua das Amendoeiras",Centro,Rua das Amendoeiras,,-11.8595674,-55.5159706,6,14:30:00,12:00 - 17:59
2305,2015-03-30,1,"Comunidade Vitória, Rua Central",Comunidade Vitória,Rua Central,,-11.9242368,-55.506491100000005,6,14:35:00,12:00 - 17:59
2306,2015-03-11,1,"Centro, Avenida Júlio Campos",Centro,Avenida Governador Júlio Campos,,-11.85656,-55.501236000000006,3,14:37:00,12:00 - 17:59
2307,2015-03-03,1,"Jardim Botânico, Rua das Seringueiras",Jardim Botânico,Rua das Seringueiras,,-11.8680247,-55.5071413,6,14:40:00,12:00 - 17:59
2308,2015-03-22,1,"Centro, Rua das Avencas, 2137",Centro,Rua das Avencas,2137,-11.8512158,-55.50645399999996,3,14:45:00,12:00 - 17:59
2309,2015-03-04,1,"Centro, Avenida Júlio Campos",Centro,Avenida Governador Júlio Campos,,-11.85656,-55.501236000000006,3,15:00:00,12:00 - 17:59
2310,2015-03-16,1,"Setor Industrial Sul, Avenida dos Jacarandás, 884",Setor Industrial Sul,Avenida dos Jacarandás,884,-11.8805791,-55.50380340000004,3,15:00:00,12:00 - 17:59
2311,2015-03-18,1,"Setor Comercial, Rua dos Lírios",Setor Comercial,Rua dos Lírios,,-11.8578377,-55.49940409999999,3,15:00:00,12:00 - 17:59
2312,2015-03-19,1,"Jardim Celeste, Jabuticabeiras, 760",Jardim Celeste,Jabuticabeiras,760,,,3,15:00:00,12:00 - 17:59
2313,2015-03-14,1,"Zona Rural, MT 140",Zona Rural,MT 140,,-12.091252,-55.4076766,3,15:10:00,12:00 - 17:59
2314,2015-03-02,1,"Jardim Terra Rica, Avenida da Integração",Jardim Terra Rica,Avenida da Integração,,-11.8475228,-55.47511930000002,6,15:30:00,12:00 - 17:59
2315,2015-03-07,1,"Jardim das Violetas, Rua das Violetas",Jardim das Violetas,Rua das Violetas,,-11.8340258,-55.50796159999999,2,15:30:00,12:00 - 17:59
2316,2015-03-27,1,"Jardim Jacarandás, Avenida Avenida",Jardim Jacarandás,Avenida Avenida,,-11.8532747,-55.52403570000001,3,15:30:00,12:00 - 17:59
2317,2015-03-27,1,"Jardim Europa, Avenida André Maggi",Jardim Europa,Avenida André Maggi,,-11.834757,-55.5164532,6,15:30:00,12:00 - 17:59
2318,2015-03-30,1,"Centro, Rua dos Lírios",Centro,Rua dos Lírios,,-11.8570973,-55.49922649999996,6,15:40:00,12:00 - 17:59
2319,2015-03-30,1,"Centro, Rua dos Lírios",Centro,Rua dos Lírios,,-11.8570973,-55.49922649999996,7,15:40:00,12:00 - 17:59
2320,2015-03-01,1,"Jardim Imperial, Rua das Margaridas",Jardim Imperial,Rua das Margaridas,,-11.8446251,-55.515116000000035,6,16:00:00,12:00 - 17:59
2321,2015-03-01,1,"Centro, Rua das Avencas",Centro,Rua das Avencas,,-11.8475291,-55.50549030000002,6,16:00:00,12:00 - 17:59
2322,2015-03-05,1,"Centro, Angelicas, 79",Centro,Angelicas,79,,,3,16:00:00,12:00 - 17:59
2323,2015-03-08,1,"Jardim Florença, Rua Calabria, 1238",Jardim Florença,Rua Calabria,1238,-11.8444731,-55.53431230000001,6,16:00:00,12:00 - 17:59
2324,2015-03-15,1,"Jardim Jacarandás, Avenida dos Jacarandás, 93",Jardim Jacarandás,Avenida dos Jacarandás,93,-11.8869741,-55.505602299999964,3,16:00:00,12:00 - 17:59
2325,2015-03-19,1,"Jardim das Primaveras, Rua das Primaveras, 5283",Jardim das Primaveras,Rua das Primaveras,5283,-11.8408246,-55.49658840000001,6,16:00:00,12:00 - 17:59
2326,2015-03-22,1,"Centro, Avenida das Sibipirunas",Centro,Avenida das Sibipirunas,,-11.8556195,-55.501794200000006,3,16:00:00,12:00 - 17:59
2327,2015-03-01,1,"Jardim Lisboa, Rua 8, 06",Jardim Lisboa,Rua 8,06,,,5,16:30:00,12:00 - 17:59
2328,2015-03-14,1,"Centro, Rua dos Lírios, 47",Centro,Rua dos Lírios,47,-11.8646213,-55.50119380000001,3,16:30:00,12:00 - 17:59
2329,2015-03-21,1,"Jardim das Primaveras, Rua das Primaveras, 4600",Jardim das Primaveras,Rua das Primaveras,4600,-11.8409625,-55.49649119999998,3,16:38:00,12:00 - 17:59
2330,2015-03-01,1,"Jardim das Palmeiras, Rua das Araribas, 775",Jardim das Palmeiras,Rua das Araribas,775,-11.8423597,-55.511535200000026,6,16:40:00,12:00 - 17:59
2331,2015-03-03,1,"Setor Industrial Sul, Rua das Samambaias",Setor Industrial Sul,Rua das Samambaias,,-11.8728822,-55.50081009999997,3,17:00:00,12:00 - 17:59
2332,2015-03-01,1,"Jardim das Violetas, Rua dos Cravos",Jardim das Violetas,Rua dos Cravos,,-11.8317803,-55.50957549999998,6,17:00:00,12:00 - 17:59
2333,2015-03-25,1,"Jardim Botânico, Avenida das Sibipirunas, 1878",Jardim Botânico,Avenida das Sibipirunas,1878,-11.8702806,-55.505445399999985,3,17:00:00,12:00 - 17:59
2334,2015-03-02,1,"Jardim das Palmeiras, Avenida das Palmeiras, 1612",Jardim das Palmeiras,Avenida das Palmeiras,1612,-11.8463669,-55.50720310000003,5,17:20:00,12:00 - 17:59
2335,2015-03-03,1,"Centro, Avenida das Embaúbas",Centro,Avenida das Embaúbas,,-11.8573162,-55.50872559999999,6,17:20:00,12:00 - 17:59
2336,2015-03-04,1,"Sebastião de Matos 2, Rua Projetada 1",Sebastião de Matos 2,Rua Projetada 1,,-11.8323809,-55.48332370000003,3,17:30:00,12:00 - 17:59
